tx_count,total_volume,avg_frequency,avg_time_between,stablecoin_ratio,avg_holding_period,volatility_index,diversity_score,total_loans,repaid_loans,defaulted_loans,avg_repayment_time,protocol_count,yield_farming_activity,smart_contract_calls,defi_experience,loan_amount,collateral_amount,loan_to_collateral_ratio,duration_days,interest_rate,account_age_days,default,default_probability
306,1312918.538105607,1.2086466017955941,47.937960901668546,0.8246681517833491,73,0.30261400911921393,0.8124401526845447,13,6,2,0.8689460720782113,5,0.07724351916507018,83,196,43909.832052363134,96101.12305681985,0.4569127878599443,123,1127.4887010594337,397,0,0.04213105307087581
29,145318.45931793368,0.5984199198739819,21.459140811266394,0.6391143952022743,18,0.5518476045555337,0.42442923603583765,6,3,1,0.7332669854917723,4,0.10548423544439223,82,243,57111.32444560307,144755.2040877768,0.3945372797165334,183,1151.999933345919,371,1,0.08418241577885244
45,17980.893001353004,1.7252314275972638,68.42942821453705,0.6482880264249289,45,0.45032569808261846,0.7952851688135891,15,7,6,1.0,4,0.4249728214494693,34,250,123395.33064526833,208413.91416818637,0.5920685820702474,25,1345.5905788482214,498,1,0.22128780958868507
161,11962.16868948782,6.19154615304729,15.220488112872557,0.6458719239392104,133,0.4069858597469929,0.43452632173386097,5,3,0,0.475105161190536,3,0.5783570690385599,134,101,388888.14287500974,592547.6240548011,0.6562985439277432,139,834.4876161375525,310,0,0.05707923290868955
1384,16801.949383994997,8.31189887348174,6.593670295413796,0.6386981218943186,126,0.38109767954235757,0.4420769829652617,10,6,3,0.8898586197050268,6,0.3643166450786387,1559,220,53751.75047830941,148500.23284378185,0.3619640821361861,146,1326.7530181305565,347,0,0.17279046690148286
19,17275.86722801209,3.618481474502377,49.210666234047096,0.7895398999974197,39,0.17469638017341757,0.7736834018191747,10,6,1,0.9088763439029515,5,0.6017529099102967,16,67,35057.0167616263,85677.71413024803,0.40917311015478663,75,625.2742540320427,568,0,0.01
21838,334465.6023672655,1.445973866115627,33.744856128351046,0.44877148552132395,108,0.5812444192112156,0.5900440443722217,7,3,1,0.8537618926246683,5,0.6096185190142438,20,51,135896.18803529788,294557.63062543754,0.4613568752123242,100,1369.2609601741058,250,0,0.27961276908594696
28,10717.890772702607,0.44392581958255956,32.45182385557202,0.48348777857784425,102,0.29447184921285696,0.33418751744396535,8,5,2,0.7404389833642804,3,0.4269230290853035,54,157,1137.7411751587701,1649.893373996355,0.6895846683734144,37,982.2069154496365,179,0,0.14187334874600258
68,49427.819294660054,2.158050701823815,20.051461590109483,0.6695435234019027,39,0.8179515345505749,0.6388859960055707,13,7,2,0.4994125604400664,0,0.2872463724662778,297,135,3679.0508166483496,6526.29936114281,0.5637269473958235,85,463.47369755210826,242,0,0.14172963294324226
1332,16305.986669174505,0.6165308401306774,2.150535708395684,0.21806590827131653,71,0.45043482076402475,0.7433341902531084,2,1,0,0.7232767807921293,3,0.4148958681175077,16,62,10366.204947013923,22510.694557743573,0.46050133728317133,125,1118.4956271535348,217,0,0.18888006006918667
438,73276.9498115885,1.4439147893427426,14.220551426138652,0.7530337378439983,88,0.2741701967296606,0.5187606401894115,10,6,2,0.6784667055373497,6,0.5415647488522645,19,197,16098.23816229116,39622.24946510836,0.4062928879509323,49,1292.2465393721857,376,0,0.03573383118604967
26,533413.372672354,2.55915499882475,9.744773922646756,0.6391939980149276,23,0.06067636059981508,0.7445995293436379,11,6,3,0.9489660851711651,5,0.4692015378364648,37,206,4739.655645901932,11102.234233714635,0.426910074686482,242,1291.9613649248722,170,0,0.2263304265376309
174,4374.90026341656,3.7534496566051105,32.1011822911793,0.562019764959599,119,0.22576578869761701,0.4864504531881659,18,12,5,0.9395412446861887,1,0.5518787717598364,70,155,2113.6703436852754,5065.37510949378,0.41727814781648226,63,1222.9089592430844,145,0,0.16551823228112778
30,30016.064183488696,3.485129616458001,6.840605622289094,0.6853316280849555,106,0.5907888477606743,0.23776552359488634,10,6,3,0.5073436613011467,6,0.48568663094501513,43,76,21848.858038149676,54596.52558569691,0.40018770065972104,179,862.4998690388003,326,0,0.1231001028754519
427,184516.5100277007,5.963253296918401,58.59101145967364,0.33382963606732524,90,0.4744302623326116,0.661416552382689,12,10,0,0.7868537274502685,6,0.21034379734991096,25,275,77724.82938058926,105015.57925829748,0.7401266548215328,111,323.2962018590669,193,0,0.10986602341847371
302,145730.2977007946,1.3664350539422245,21.714234880690654,0.641495386903451,130,0.5403024639312484,0.8532396531466234,12,7,2,0.7619193843448682,6,0.4921304089653464,253,219,12336.09657052028,28444.329178801447,0.4336926525134555,47,920.4451119099651,306,0,0.1371663858819534
25,1055889.7134312235,9.534857391792922,10.582817077318346,0.593376320671599,108,0.7749274524701933,0.47004030165655125,11,9,1,0.9702904978192188,3,0.33567505968740746,662,145,16705.027882898386,31682.302941786267,0.5272668440041293,72,188.9669866949007,128,0,0.02458024047389347
42,3613.8443380434915,3.336126144203479,27.652082411263045,0.6902695788842979,168,0.5736864673229026,0.2850159913790113,8,5,1,0.47351076831635,3,0.41994152109436456,9,322,30034.021583259047,75996.79953068947,0.39520113700486204,133,866.9353218165803,205,1,0.0846656278287853
2,693289.4801207102,5.920635100268389,58.863827837045484,0.8778520148682717,167,0.6734698288733821,0.4469660029841462,9,6,1,0.8454834929580354,4,0.3415466181006301,26,116,21554.105626192002,54143.447954189396,0.39809259366763755,61,437.74768858587134,171,0,0.01
77,130374.4750186774,3.7560898534472997,48.14506440586882,0.6406544750029967,114,0.21084683820075353,0.8794814456080126,10,7,1,0.486545465036623,2,0.35258252923687033,82,120,8117.4543309734245,19975.737552712173,0.40636568785272664,137,618.6909981343558,160,0,0.05972650494360067
498,36505.733499336944,3.734353832917685,45.80127530702761,0.5073929378216315,135,0.4771277295217073,0.6321843158167435,16,5,1,0.8774083909525666,2,0.18926096918057306,110,230,73175.37877537443,160222.17320748436,0.456711935124072,130,803.0219375255409,527,0,0.1148798252191704
27,82431.03813856539,0.4033578513035974,38.52502858034971,0.5925957062723664,104,0.3447015378806229,0.43949850706140725,10,6,3,0.6605276055973514,6,0.37214318647169015,26,99,22540.488773126744,52230.79868588129,0.4315555063342302,49,1148.4401995401881,138,0,0.13505393974052413
935,344094.4782651051,2.9274939552633183,60.18228440325268,0.17216964501671717,166,0.6219263542221465,0.5193622088674578,9,7,1,0.8409286294816993,6,0.46584313036330394,530,93,13454.545541039908,23653.437478230542,0.5688198830898388,118,625.6179406381422,179,0,0.07559590183248371
16668,730241.8495412741,2.9596752996894393,40.91441261633678,0.34487993940159534,66,0.3671697678300359,0.7844080524605229,9,6,1,0.9906676266986392,4,0.2154371754059616,69,131,8308.006746084759,13277.660427216972,0.6257131511704231,107,759.283426482914,161,0,0.14900772736107384
703,92982.85573270248,4.071513244207777,129.25453637828434,0.44360083431648334,59,0.12272341352849421,0.5977025269427265,10,5,4,0.7439870865864142,4,0.4017451922282532,111,95,45789.42404122626,110560.67477051301,0.4141565175526451,136,918.3771379284348,339,0,0.2399238372679076
470,401135.7199136962,5.235546454804326,29.31854561881442,0.6516210023368475,68,0.3967509874490644,0.5075671875096909,7,5,1,0.5676768609232227,5,0.3112625465438157,28,53,21630.650192080982,32894.34507314946,0.6575795974651385,138,579.9394312343958,319,0,0.018824708490647282
16,22979.158318371155,4.193955219041589,42.003334760921604,0.7674158697462415,142,0.4546983539135289,0.6032724045880719,8,5,2,0.8224339513769308,3,0.47489108891707243,165,118,32057.94448173808,64323.977675883754,0.4983824949892238,122,782.4001686519125,525,0,0.01
309,51863.74771272668,4.4193035593784735,23.021749438216187,0.5171506217462125,19,0.5697625029641915,0.7302392738151262,10,7,2,0.9903387928090135,2,0.06733532390683977,4,275,7880.847305979164,19301.728103236375,0.4082974987435327,80,1354.6272690381782,213,1,0.13796945743083594
12,427931.3922363551,8.02307096968128,18.45573268301176,0.40521469553392747,95,0.5826597717293771,0.434683424188547,7,4,1,0.4450185896389753,1,0.44156573236172675,488,216,2197.805359498981,5922.97216038247,0.3710646108046302,77,1079.9476447330528,505,1,0.07557853640444603
4,1394323.6052834378,2.177301118315289,66.41619301126417,0.5206931895015273,87,0.3827099410392752,0.7563205268166511,15,9,4,0.9530259945032377,5,0.4689443268074623,35,96,110135.5403931045,195198.33760566582,0.5642237620670583,298,1319.505410598184,425,0,0.11943965551548993
7818,34642.91333799403,2.0627833337418133,1.1000761787229048,0.8013917121530292,107,0.5065281415241757,0.5942179601352029,7,5,0,0.7850039650371361,8,0.13650287325613342,4708,201,78471.8806669384,185518.90738117602,0.4229858927839971,63,755.6115012042737,412,0,0.01
4672,38349.68616730986,0.9854258289669627,12.856179656499771,0.754261134765848,46,0.19254439697573933,0.5720516241603203,6,4,0,0.7473214276416696,4,0.48791328409435486,10,250,33555.45112124629,79731.99480501002,0.42085302397498536,208,549.3241672148322,573,0,0.01
29,140434.3938421023,7.425361461246453,11.472446548815695,0.5738813005468754,168,0.5354976360712397,0.3446839593495778,8,6,0,0.6878970514603776,0,0.15476608681849433,512,204,195581.7018181967,438767.41355533747,0.44575256907388794,86,784.5653552590206,540,0,0.01
323,436559.15322242293,7.429210447489593,129.76142410408985,0.5423583726794452,53,0.816381177410982,0.7181902551614755,13,6,4,0.6177784545702613,3,0.43922966200703695,11,314,37215.29348443525,52943.49003192018,0.7029248253562008,28,1352.4235993263192,254,1,0.3527205662626001
616,522517.01194511855,1.2230590921045792,24.502663693503905,0.7986346725937191,138,0.5869419862225055,0.425539005156402,11,8,2,0.6001939482045549,5,0.399359870914038,91,74,51242.33322813468,99640.70160037586,0.5142711001137851,47,801.4236337319701,370,0,0.01
142,456811.69007695635,0.12225590846589866,49.04468099136294,0.4542906505250918,140,0.3050022079062098,0.4834531605519337,15,8,5,0.6418697896658629,3,0.3333070710657984,3,109,3623.510973304252,6103.200551602351,0.5937066859703513,43,954.0095040462446,140,1,0.2287365044265377
121,27332.82381593394,4.410567357241443,8.560403066146538,0.45460412030131564,97,0.2809540271588478,0.8390479587612562,15,9,3,0.2259561281944982,4,0.16669991732050984,547,61,59342.74144379103,112452.686547652,0.5277129721453515,49,1216.3883881147929,218,1,0.20519865406679638
97,17407.04887801175,3.7863403970879856,81.56727945905949,0.5169862727799039,79,0.43770357166614354,0.4599025786283715,6,4,0,0.6861371731649294,6,0.6193022677408158,21,72,69724.76380360988,134816.58550172742,0.5171823892744746,94,136.35631796622255,707,0,0.01
43,295905.5944101997,0.6833506787723101,26.33022833112347,0.4307952816187312,71,0.8024130419132697,0.5128981382066368,10,7,2,0.5421700851129024,4,0.195349771702069,452,70,3232.283900293973,6250.615967542796,0.5171144599313192,50,643.5777762835529,426,0,0.02850986486870996
241,179541.66474131038,0.03523367589280955,35.887071657351264,0.5519811402331024,57,0.593490926291707,0.49828129367184754,14,10,2,0.5000529694925441,8,0.32471543128835423,475,210,41564.96578984414,61256.574792636755,0.6785388495936665,255,648.2097639783235,410,0,0.030363239471499687
179,85165.2136482232,0.6983200477197612,15.510608055014721,0.36289806038203437,79,0.3740558349342404,0.9225022910708869,9,5,2,0.9867013006303207,4,0.2903668273610158,106,230,1017.483887828901,2474.9829633993304,0.4111074309907212,109,973.5827937526261,245,0,0.16444010035454162
205,72427.48234362472,2.306177441529743,2.333060586872619,0.41535346470523943,101,0.5542423431815555,0.5358658618331201,10,7,2,0.7229101677792563,4,0.4303796915832004,94,307,3758.499319881753,9876.870547017954,0.38053544409534934,179,745.6782047690199,665,0,0.013887105597141097
13,370456.84714656323,0.40883709741069724,9.96804445792446,0.6811441771326012,87,0.1831987355052875,0.6730036819045333,9,6,2,0.37747979426565276,6,0.2404343092802113,19,215,18657.47123311372,34045.309799053175,0.5480188414567635,48,475.565347254824,249,0,0.1246106203302316
42,397234.622857789,2.2167086304577532,26.419138024974888,0.2569580839907553,65,0.5546900123607367,0.8087011523152773,13,7,1,0.6037070516704389,4,0.7027749387597141,102,264,49723.976828343344,113249.85759458083,0.43906436515221464,120,348.5168711835879,500,0,0.018444509689286792
872,5683.777884386423,2.023306031538798,13.561621717362367,0.28692502857042623,119,0.3452170496061316,0.7835917057381732,5,3,0,0.6707482955397263,3,0.057775023187836755,99,94,381680.39789417095,959725.9962385066,0.39769725879064083,98,941.8230183515003,549,0,0.016679283110283175
1294,12118.931951731583,0.3356027302215822,5.960636758431649,0.533650891362728,128,0.5430057597031172,0.23283623950443938,11,5,3,0.44046297701778303,6,0.11951341749179033,11,84,12104.73187596605,19047.49594416227,0.6355025306975294,228,1448.9202430324467,387,0,0.1625587324446134
4,73177.43842692695,4.028532076457551,188.10157687879226,0.6722449324226615,108,0.15713593649447238,0.7882735518030163,13,7,2,0.17159251280112478,3,0.09321526151090641,134,136,30547.48503197824,83445.2460734009,0.3660781946176751,45,999.5641350917048,233,1,0.18071516446589544
95,1099309.292552829,9.186010939903783,51.362630889094234,0.3470054970247199,115,0.3969619218810437,0.7526673562125954,7,5,0,0.810949721425233,2,0.3594183902003461,86,496,12008.906541082246,27028.47001557683,0.4443058202762261,91,376.9672663549758,431,0,0.01
184,2507970.025373063,3.0145859879859382,1.1328096483291716,0.35865921622765523,50,0.70094132325065,0.6495939957140132,13,9,1,0.7549906802069387,1,0.5212421440819521,21,179,12313.483068096159,18637.81193015841,0.6606721386737109,63,505.1756084332806,236,0,0.0828660799475808
3783,6551050.657042867,3.2214190765508275,2.963216580653437,0.3524840741754113,126,0.25685507502540683,0.27263575290735115,6,3,2,0.33087396358232596,5,0.2006567830981439,222,229,20493.586018089096,36621.16214667721,0.559610477024377,174,1121.1071983770007,384,0,0.17335203764160126
123,47414.07472735837,6.56865063741533,28.61538208971339,0.660352992407703,112,0.8068034772579384,0.7759273474694307,9,5,1,0.3077398956134695,7,0.2738143781655565,20,189,952966.3070331187,1216771.9980096624,0.7831921745338778,20,671.0235176389898,328,1,0.19179731804657923
30,498518.6084021492,3.7307233155378197,47.83386997635574,0.47287836813995104,81,0.4343219272390125,0.9007865259372233,11,6,2,0.37941840908714425,5,0.1436135662473251,101,438,22049.037484733384,50982.513438826514,0.4324823551743842,50,903.1376516148315,419,0,0.02000186376852861
73,432849.96956550644,8.371219762356917,40.49244206181305,0.7259906550633987,73,0.1557787724535397,0.8094118811067545,10,4,2,0.6469451510360843,5,0.59683161103311,39,179,65977.58742470214,179672.85933614706,0.367209536646076,126,1312.008743226178,463,0,0.11653336347036755
1489,130857.44120302537,1.1089342552047976,42.9348976178351,0.48407674140489887,231,0.4474223828448006,0.49815625366070093,14,10,3,0.8547332379676321,1,0.42716349452487073,70,179,898.8413641381577,2263.0124500955817,0.39718798900120666,394,1255.9481876333136,350,0,0.09474268714642205
442,21198.410679250617,9.887622491889795,15.887450735543888,0.33314443425911716,102,0.7112494648330473,0.44324477129831635,6,4,1,1.0,2,0.6283824774961809,59,433,16016.209868301064,42578.839893624994,0.37615420965706137,191,813.6578513517155,180,0,0.11948516423791275
981,30496.968177563493,1.459447907692995,12.547782466798688,0.18010963701258303,24,0.49311011548307554,0.4304723363801268,12,6,5,0.6296275321251833,6,0.3140823705282984,12,193,192682.1057570623,481856.42166542157,0.39987452090210324,93,1379.8067940028088,146,0,0.32489377101853584
106,356453.8171382222,4.693971146459274,76.03730185060368,0.5562298970364989,113,0.15050614735913556,0.6559745123074275,8,5,1,0.3890527358461332,4,0.6659223950373039,170,121,17554.246573977885,28132.422694126522,0.6239863080701846,52,655.5094823687602,236,1,0.08010275954291954
31,581162.9065007875,1.5262132542579268,116.88556901841626,0.41265719172577237,89,0.4896434806900924,0.6076927140875046,9,6,2,0.6567252284392423,8,0.7367774863448792,367,54,34393.579284575506,54274.53798983699,0.633696399055774,203,789.7227240430375,671,0,0.03972970724592759
17,810745.8182067766,1.1408122254026205,0.055069732053998566,0.35509506663840595,120,0.3756061482277658,0.506936050423395,5,2,1,0.7032426739754054,4,0.33075656242247176,2,89,375367.5760748481,905052.0187997693,0.41474696291229773,93,1315.8678187367902,247,0,0.26416468808304044
15,182587.45549875463,3.453935006469977,11.212884949399525,0.48466241670328397,27,0.5838640670312939,0.7746970927476841,10,7,2,0.3291805797662598,3,0.5532180556716616,42,112,56953.48944658416,111790.81992690093,0.5094648154814998,43,722.0532679728561,555,0,0.01
8,13449.275609334265,1.1540421837889039,23.168271635258176,0.6719526494044268,122,0.7085870544149365,0.8976141922805122,15,11,2,0.5466302006382501,7,0.31558463343874926,165,291,51948.56728672385,97544.50005458665,0.5325627509255062,51,435.82589828323995,342,0,0.01
3965,3392.6981540879433,7.439776246342261,4.856719012875332,0.5635047938909619,148,0.398209822103532,0.6946418265536979,16,10,2,0.8229368033472184,4,0.37576711945422325,29,139,13618.175675618355,20656.01789389095,0.6592836889266035,38,426.03582108032,499,0,0.01022764083202772
36,96650.14447286047,3.1668472866675765,56.44483941470595,0.6259501838207657,160,0.36239102268645346,0.5707139609007837,5,3,1,0.46228099948194734,4,0.40777119108483695,21,112,16931.521076876114,44239.23843512766,0.3827263234131949,112,1006.8651332748,264,1,0.05805169772539083
50,309977.56053412997,12.328990188742317,1.556430286998782,0.4542012061871945,154,0.6816203089248004,0.6242511449053565,9,4,4,0.4713525443204379,4,0.29596127212627676,788,108,434738.93929831317,832014.7612909597,0.5225134931786178,278,1522.0560607533494,299,0,0.23341788597787788
1855,46564.78580927483,2.299277582028412,29.23309173229839,0.20516679053637524,100,0.21904428032696865,0.4443786383360277,11,8,2,0.7920992134036898,5,0.4278688586415555,2,145,3036.9592311583338,6195.370248243736,0.4901981817824772,130,387.335610652097,206,1,0.10196077798411393
514,7721.353638296476,2.497345387526515,175.39809562654656,0.7893438622313741,55,0.45254479614623794,0.7411542464508613,8,4,1,0.6545733983793016,5,0.6520298809242504,134,65,41488.140331589,72062.42963258362,0.575724972681601,204,1242.2894417400653,98,0,0.14989051306661835
2,133610.76089498075,3.2210009667402804,15.444601341238842,0.2927658913956287,149,0.4238133099597993,0.44282755980245825,10,6,1,0.4959690825474071,4,0.6057727362526839,20,169,52994.80425342699,117781.59943606555,0.4499412854568488,101,504.44231312457066,570,0,0.013967123078241245
354,1296465.6260093297,1.3861247277970736,226.36597931229588,0.6551512419583028,95,0.17497259060449402,0.6742203662142753,10,6,2,0.7443747921612454,5,0.268392544864864,5,120,46640.0339840829,74376.18299444545,0.6270829196433226,121,1100.0475514697982,275,0,0.1446075717748574
2614,56123.004177532704,1.9693005739583656,50.83618242688344,0.6214350359523482,163,0.07948453113578319,0.8283481600957138,6,4,1,0.765725520696234,3,0.39928305204182046,105,85,20933.62843931117,55869.24580508583,0.3746896550625275,27,1164.2614716663231,221,0,0.14621369291109396
715,4254828.389383225,1.4400625263644216,30.397707722639172,0.7267750290937823,52,0.5727846017403914,0.714752660759519,20,11,5,0.4518880579571477,3,0.08498375113634687,88,53,69271.61653360933,140381.73147982793,0.4934517889428032,100,1360.5923540774845,507,0,0.09121910073476783
36,194456.80536347703,3.170751887480853,56.57765130784047,0.6624534598948318,104,0.4520714920136909,0.7078518562751421,11,6,3,0.4195341815672592,6,0.10346519292502125,20,126,8148.914372876479,18260.0743345879,0.4462695070983887,38,974.1969404862076,223,1,0.16247057246545893
176,104592.9722881413,6.7493794268833796,73.21815393318506,0.6637929589268766,130,0.06880196625303947,0.7427491097967213,11,7,3,0.4306645623328624,3,0.4143523801573903,48,140,268625.50513987854,442201.24083407025,0.6074734314024154,67,664.1666564902275,380,0,0.010552022690668475
42,7782515.150156608,0.7840525378881451,22.85670724291512,0.8799073497843005,93,0.8685522534232315,0.6376876704190284,10,8,1,0.39952000365656476,6,0.190748759010622,7,235,62264.9251959973,129812.25144465045,0.4796536883311504,153,540.5321812351399,233,0,0.01
25,21568.706422208346,0.6821760853632214,130.42976723554713,0.6136018850422622,43,0.379734138895735,0.457168914473873,10,4,3,0.8463407490318158,3,0.23584285148663692,196,214,26048.064299640704,69210.65790388409,0.37635914884402355,95,1377.8331805626158,187,0,0.31071142730203427
118,196211.6005737105,2.6760577087998043,9.834043332390708,0.43783299525867136,141,0.30476543349036656,0.5139107163118767,5,3,1,1.0,4,0.3338604085427979,158,307,22921.486636443493,47890.346636063,0.47862436266399594,92,1218.678447332357,300,0,0.1904011927985631
1307,36333388.386046186,2.225320731828308,94.23753381862281,0.20669348529116655,88,0.45303009658944515,0.17559171297553303,7,4,1,0.36553158493069143,2,0.20327383891769246,44,55,20050.86686209404,55140.19625267947,0.3636343035525503,105,1456.1021237070597,162,0,0.2730707399606159
402,500752.2604749691,0.362196748955516,20.470056628287633,0.4566977346505122,192,0.6261576782783851,0.32488018735793833,6,3,2,0.932509556317828,4,0.19404285879390987,20,146,145164.0342548984,326060.9941016396,0.4452051514314157,69,1293.1032282215963,132,0,0.26401067784709215
464,1122497.621309734,7.605092615203507,151.34404224614406,0.3464227344154576,65,0.8583070880146273,0.6048201893193965,8,5,1,0.38989480362363416,6,0.4658839748734773,190,187,267158.99531348463,631553.2378839165,0.4230189622788224,103,938.7917292631438,237,1,0.14160246086748474
1289,1992.0949918200238,8.795613597069101,12.240049795735136,0.7431396974604274,117,0.4774335012445389,0.19504134779548654,10,5,0,0.7348062142001953,5,0.16513024533372836,184,82,118050.45258479241,215987.65112232766,0.5465611203759647,186,487.19538907152696,84,0,0.13532946468956364
1,24934.6025068138,1.3695942037974,65.22825764619003,0.6510431302138442,376,0.6756376444148888,0.1400763042956341,7,5,0,0.6901019348385602,3,0.2729674133495163,56,208,27805.454870649326,36933.32183440513,0.7528555106772777,104,490.7197993802136,121,0,0.09518630307082124
11,1940724.8246752392,5.350338068497089,113.7276436168411,0.7179301230022723,106,0.3138888248994127,0.437563091506902,8,7,0,0.8428340566054217,3,0.4799916060116064,8,158,245577.40199462214,462949.80699952034,0.5304622623913883,36,552.626188209407,207,0,0.01
1041,4889322.596533309,10.53527206650861,7.748566975132657,0.22534861605678014,101,0.5007571393815219,0.4613672506445399,11,7,3,0.5331986713736642,7,0.09867767156445038,45,53,3461.924280691033,8243.146149079592,0.41997608899334904,20,942.0500803556569,109,0,0.21049703411826015
36,518052.4362600138,2.9116049307093257,4.899765490675086,0.39521541225585677,105,0.4498223076625731,0.5239159784309488,7,4,1,0.6779950688188471,5,0.15263785848438702,3949,33,8010.949409954194,17149.42005891976,0.4671265490279677,48,1190.606466147464,201,0,0.1872979166957503
19,11889.108326927342,0.4634301436368438,0.2917628819154063,0.705423438162487,177,0.2990248644749408,0.5143740384291182,9,7,0,0.9106852577774914,2,0.4747303245955921,29,187,10295.755594588822,17671.249522197868,0.5826274809631166,207,436.25054139967284,261,0,0.01
1004,37334.63207521603,9.724135688428975,52.88979459968537,0.782252518941672,70,0.4214137047535764,0.6529287868571403,8,7,0,0.1194416582348984,4,0.6513028191394414,7,241,525246.1303693139,792096.3038249998,0.6631089273272989,100,544.3858109724679,174,0,0.01
